1,0,1129.55,295.15,150.29,303.42,1,-1,-1,-1
1,1,238.74,189.75,255.17,395.94,1,-1,-1,-1
1,2,112.15,305.55,178.53,273.17,1,-1,-1,-1
1,3,894.31,248.76,253.22,347.60,1,-1,-1,-1
1,4,778.68,359.95,166.47,234.38,1,-1,-1,-1
1,5,450.17,296.33,158.08,292.54,1,-1,-1,-1
1,6,595.58,192.54,243.05,402.48,1,-1,-1,-1
1,7,1119.99,372.66,110.84,223.92,1,-1,-1,-1
1,8,643.48,307.99,236.81,285.18,1,-1,-1,-1
1,9,580.47,340.68,135.19,250.70,1,-1,-1,-1
1,10,376.80,373.31,237.44,214.21,1,-1,-1,-1
1,11,228.66,374.58,131.18,209.58,1,-1,-1,-1
2,0,1119.71,277.24,160.22,320.14,1,-1,-1,-1
2,1,229.93,183.88,259.63,400.71,1,-1,-1,-1
2,2,104.06,298.79,176.78,278.71,1,-1,-1,-1
2,3,886.54,230.35,249.97,366.07,1,-1,-1,-1
2,4,786.63,346.13,145.59,248.07,1,-1,-1,-1
2,5,431.04,296.23,176.79,292.66,1,-1,-1,-1
2,6,589.33,185.81,201.07,409.27,1,-1,-1,-1
2,7,1102.44,361.11,132.92,235.61,1,-1,-1,-1
2,8,667.17,295.91,207.87,298.08,1,-1,-1,-1
2,9,544.61,362.66,145.95,229.39,1,-1,-1,-1
2,10,362.71,367.22,204.12,218.03,1,-1,-1,-1
2,11,209.05,365.79,147.19,218.09,1,-1,-1,-1
3,0,1124.39,263.69,155.52,333.19,1,-1,-1,-1
3,1,222.64,179.25,265.16,404.94,1,-1,-1,-1
3,2,89.75,293.13,177.08,284.87,1,-1,-1,-1
3,3,869.61,216.24,253.11,380.47,1,-1,-1,-1
3,4,785.83,332.69,150.08,262.59,1,-1,-1,-1
3,5,424.80,296.34,174.66,292.65,1,-1,-1,-1
3,6,562.18,179.53,234.97,414.32,1,-1,-1,-1
3,7,1092.06,350.96,154.35,245.36,1,-1,-1,-1
3,8,667.18,283.38,194.62,312.09,1,-1,-1,-1
3,9,541.98,373.13,155.66,218.18,1,-1,-1,-1
3,10,364.32,355.66,195.39,231.71,1,-1,-1,-1
3,11,205.75,347.67,153.07,234.85,1,-1,-1,-1
4,0,1132.77,256.01,147.26,340.73,1,-1,-1,-1
4,1,221.58,177.58,258.20,409.06,1,-1,-1,-1
4,2,103.64,290.63,159.82,287.36,1,-1,-1,-1
4,3,858.28,207.24,246.23,389.98,1,-1,-1,-1
4,4,784.49,319.50,156.33,276.67,1,-1,-1,-1
4,5,419.26,296.08,185.44,293.59,1,-1,-1,-1
4,6,540.24,174.30,247.82,419.23,1,-1,-1,-1
4,7,1085.08,343.47,168.01,252.95,1,-1,-1,-1
4,8,660.21,277.26,186.42,319.37,1,-1,-1,-1
4,9,532.85,368.92,162.04,223.69,1,-1,-1,-1
4,10,364.87,350.52,199.31,238.94,1,-1,-1,-1
4,11,203.26,342.34,159.59,240.34,1,-1,-1,-1
5,0,1132.81,252.63,147.18,342.71,1,-1,-1,-1
5,1,216.65,177.28,258.78,406.66,1,-1,-1,-1
5,2,111.14,290.49,154.31,286.12,1,-1,-1,-1
5,3,863.33,201.29,226.20,397.02,1,-1,-1,-1
5,4,792.37,308.71,150.34,286.87,1,-1,-1,-1
5,5,415.19,299.74,185.28,290.81,1,-1,-1,-1
5,6,527.91,169.32,248.32,424.79,1,-1,-1,-1
5,7,1085.57,338.55,179.05,259.41,1,-1,-1,-1
5,8,661.80,273.18,183.24,323.64,1,-1,-1,-1
5,9,533.81,365.18,163.59,227.82,1,-1,-1,-1
5,10,369.40,355.84,197.22,233.66,1,-1,-1,-1
5,11,214.05,348.53,161.14,233.74,1,-1,-1,-1
6,0,1131.25,257.92,148.81,337.48,1,-1,-1,-1
6,1,214.17,183.55,253.45,397.02,1,-1,-1,-1
6,2,104.74,291.21,160.59,283.99,1,-1,-1,-1
6,3,861.13,199.09,219.28,397.88,1,-1,-1,-1
6,4,793.56,297.96,151.64,299.71,1,-1,-1,-1
6,5,415.78,298.62,185.76,290.54,1,-1,-1,-1
6,6,521.53,169.10,250.58,426.21,1,-1,-1,-1
6,7,1087.06,385.09,182.23,212.68,1,-1,-1,-1
6,8,665.05,272.71,170.95,324.07,1,-1,-1,-1
6,9,531.97,356.92,166.43,237.50,1,-1,-1,-1
6,10,375.02,343.79,185.13,245.58,1,-1,-1,-1
6,11,216.54,350.55,158.07,228.77,1,-1,-1,-1
7,0,1128.49,267.66,151.61,327.40,1,-1,-1,-1
7,1,202.01,195.64,251.97,381.16,1,-1,-1,-1
7,2,87.10,294.00,180.44,278.49,1,-1,-1,-1
7,3,851.90,198.85,219.42,398.19,1,-1,-1,-1
7,4,792.63,292.17,151.12,305.82,1,-1,-1,-1
7,5,417.96,302.89,180.70,285.35,1,-1,-1,-1
7,6,513.36,170.89,264.26,422.28,1,-1,-1,-1
7,7,1095.19,385.51,162.49,212.00,1,-1,-1,-1
7,8,664.63,278.04,174.67,316.96,1,-1,-1,-1
7,9,527.12,361.50,178.17,229.66,1,-1,-1,-1
7,10,383.62,337.05,183.65,251.80,1,-1,-1,-1
7,11,208.14,339.79,158.08,236.17,1,-1,-1,-1
8,0,1115.31,275.51,164.88,323.94,1,-1,-1,-1
8,1,183.09,228.55,241.48,353.42,1,-1,-1,-1
8,2,89.17,307.04,173.36,262.06,1,-1,-1,-1
8,3,848.86,205.70,206.92,391.65,1,-1,-1,-1
8,4,784.66,311.15,155.94,288.29,1,-1,-1,-1
8,5,403.26,319.11,186.41,270.87,1,-1,-1,-1
8,6,477.77,189.09,290.20,403.63,1,-1,-1,-1
8,7,1109.82,386.39,155.48,213.13,1,-1,-1,-1
8,8,660.57,305.97,165.62,291.85,1,-1,-1,-1
